Key,Source,Context,Changes,English,schinese,Russian
Handyman7Desc,progression,skills,New,"You are your friend's wife's handyman.\n\nIncrease tool and block damage by 75%. Decrease the damage you receive through falling blocks by 50% while wearing tools.","你是你朋友妻子的“杂工”。\n\n工具与方块伤害提高 75%。装备工具时，受到的坠落方块伤害降低 50%。","Вы — «мастер на все руки» для жены вашего друга.\n\nУвеличивает урон инструментами и урон по блокам на 75%. Урон от падающих блоков снижен на 50%, пока в руках инструмент."
Handyman1,progression,skills,New,"Handyman I","工匠 I","Мастер на все руки I"
Handyman2,progression,skills,New,"Handyman II","工匠 II","Мастер на все руки II"
Handyman3,progression,skills,New,"Handyman III","工匠 III","Мастер на все руки III"
Handyman4,progression,skills,New,"Handyman IV","工匠 IV","Мастер на все руки IV"
Handyman5,progression,skills,New,"Handyman V","工匠 V","Мастер на все руки V"
Handyman6,progression,skills,New,"Handyman VI","工匠 VI","Мастер на все руки VI"
Handyman7,progression,skills,New,"Handyman VII","工匠 VII","Мастер на все руки VII"

Jugger,progression,skills,New,"Juggernaut","主宰者","Джаггернаут"
Jugger0,progression,skills,New,"Nothing stops the Juggernaut.","没什么能挡住主宰者的脚步。","Ничто не остановит Джаггернаута."
Jugger1Desc,progression,skills,New,"Increase your Damage Resistance by 3% while wearing a full set of Heavy Armor.","穿着全套重甲时，伤害减免提高 3%。","Повышает сопротивление урону на 3%, если на вас надет полный комплект тяжелой брони."
Jugger2Desc,progression,skills,New,"Increase your Damage Resistance by 6% while wearing a full set of Heavy Armor.","穿着全套重甲时，伤害减免提高 6%。","Повышает сопротивление урону на 6%, если на вас надет полный комплект тяжелой брони."
Jugger3Desc,progression,skills,New,"Increase your Damage Resistance by 9% while wearing a full set of Heavy Armor.","穿着全套重甲时，伤害减免提高 9%。","Повышает сопротивление урону на 9%, если на вас надет полный комплект тяжелой брони."
Jugger4Desc,progression,skills,New,"Increase your Damage Resistance by 12% while wearing a full set of Heavy Armor.","穿着全套重甲时，伤害减免提高 12%。","Повышает сопротивление урону на 12%, если на вас надет полный комплект тяжелой брони."
Jugger5Desc,progression,skills,New,"Increase your Damage Resistance by 15% while wearing a full set of Heavy Armor.","穿着全套重甲时，伤害减免提高 15%。","Повышает сопротивление урону on 15%, если на вас надет полный комплект тяжелой брони."
Jugger6Desc,progression,skills,New,"Increase your Damage Resistance by 18% while wearing a full set of Heavy Armor.","穿着全套重甲时，伤害减免提高 18%。","Повышает сопротивление урону на 18%, если на вас надет полный комплект тяжелой брони."
Jugger7Desc,progression,skills,New,"'Sticks and stones will break my bones, but tanks will never hurt me.'\n\nIncrease your Damage Resistance by 25% while wearing a full set of Heavy Armor.","'棍棒和石头会打断我的骨头，但坦克永远伤不了我。'\n\n穿着全套重甲时，伤害减免提高 25%。","'Палки и камни сломают мне кости, но танки никогда не повредят мне.'\n\nПовышает сопротивление урону на 25%, если на вас надет полный комплект тяжелой брони."
Jugger1,progression,skills,New,"Juggernaut I","主宰者 I","Джаггернаут I"
Jugger2,progression,skills,New,"Juggernaut II","主宰者 II","Джаггернаут II"
Jugger3,progression,skills,New,"Juggernaut III","主宰者 III","Джаггернаут III"
Jugger4,progression,skills,New,"Juggernaut IV","主宰者 IV","Джаггернаут IV"
Jugger5,progression,skills,New,"Juggernaut V","主宰者 V","Джаггернаут V"
Jugger6,progression,skills,New,"Juggernaut VI","主宰者 VI","Джаггернаут VI"
Jugger7,progression,skills,New,"Juggernaut VII","主宰者 VII","Джаггернаут VII"

LootGobbo,progression,skills,New,"Loot Gobbo","战利品哥布林","Лут Гоббо"
LootGobbo0,progression,skills,New,"You just know where the precious treasures lie.","你就是知道那些珍贵的宝藏藏在何处。","Ты просто знаешь, где лежат самые ценные сокровища."
LootGobbo1Desc,progression,skills,New,"Adds 3% to loot bonus and quantity. Looting is 1.2% faster.","战利品奖励和数量增加3%\n搜刮速度提高1.2%","Добавляет 3% к бонусу и количеству лута. Лутание происходит на 1.2% быстрее."
LootGobbo2Desc,progression,skills,New,"Adds 6% to loot bonus and quantity. Looting is 2.4% faster.","战利品奖励和数量增加6%\n搜刮速度提高2.4%","Добавляет 6% к бонусу и количеству лута. Лутание происходит на 2.4% быстрее."
